alias,symbol
LncZBTB39-1:2,TAC3
LncZFHX2,ZFHX2-AS1
lncZic2,LINC00554
LNEBL,NEBL
LNGODS,RRAGC
LNGOS,RRAGC
LNHR,SELL
LNIR,NECTIN4
LNK,SH2B3
LNKN-1,ITFG1
LNMAT1,DUXAP10
LNMAT1,DUXAP9
LNMAT2,LINC00858
LNMS,PNPLA6
LNOX1,DUOX1
LNOX2,DUOX2
LNP,LNPK
LNP,NUSAP1
LNP1,LNPK
LNRH,GNRH1
LNX,LNX1
LNX3,PDZRN3
LNX4,PDZRN4
LNX5,PDZD4
LOAM,PRICKLE3
LOAS,ADHD3
LOAS,PRICKLE3
Lobe,AKT1S1
LOC100128569,TEKTIP1
LOC100129583,FAM47E
LOC100129643,POM121L11P
LOC100129792,CCDC152
LOC100129973,CERNA1
LOC100130733,LRRC70
LOC100130776,AGAP2-AS1
LOC100132354,LINC01512
LOC100133669,LY6E-DT
LOC100133985,LINC01816
LOC100170765,ERICH4
LOC100170841,EPOP
LOC100216545,KMT2E-AS1
LOC100287225,LINC01630
LOC100499484-C9ORF174,SUGT1P4-STRA6LP-CCDC180
LOC100505495,PCAT19
LOC100505812,CARD8-AS1
LOC100506036,CNNM3-DT
LOC100506054,RNASEH1-DT
LOC100506113,UVRAG-DT
LOC100506710,EBLN3P
LOC101735302-LOC101752334-PILRB,STAG3L5P-PVRIG2P-PILRB
LOC101928100,KLRK1-AS1
LOC101929110,CASC18
LOC101929866,LINC02597
LOC105373813,CAVIN2-AS1
LOC105374771,LGALSL-DT
LOC105376834,LINC02596
loc105377478,TMEM184C-DT
LOC110117498-PIK3R3,P3R3URF-PIK3R3
LOC121006,FAM186A
LOC123688,HYKK
LOC124512,METTL23
LOC126661,CCDC163
LOC129531,MITD1
LOC129881,CFAP210
LOC130355,C2orf76
LOC131909,ARB2BP
LOC133491,C5orf47
LOC134121,CFAP90
LOC139363,MAGEA13P
LOC144983,HNRNPA1L2
LOC145853,C15orf61
loc146880,ARHGAP27P1
LOC149643,SPATA45
LOC150622,SILC1
LOC151194,METTL21A
LOC152578,LINC01618
LOC162073,ITPRIPL2
LOC165186,TOGARAM2
LOC196541,METTL21C
LOC201725,C4orf46
LOC220382,FAM181B
LOC255275,MYADML2
LOC257407,C2orf72
LOC283152,DRC12
LOC283174,IGSF9B
LOC283177,B3GAT1-DT
LOC283352,TMEM132D-AS1
LOC283585,LINC01148
LOC283677,REC114
LOC283755,HERC2P3
LOC284100,YWHAEP7
LOC284371,ZNF841
LOC284454,MIR23AHG
LOC284889,MIF-AS1
LOC285194,TUSC7
LOC285498,RNF212
LOC285556,C4orf54
LOC285636,RIMOC1
LOC285696,BASP1-AS1
LOC285758,MROCKI
LOC286144,TRIQK
LOC338328,GPIHBP1
LOC339778,CIMIP2C
LOC339804,C2orf74
LOC340286,CFAP144P1
LOC341346,SMCO2
LOC342897,NCCRP1
LOC344371,SLC25A5P2
LOC344887,NMRAL2P
LOC345222,MSANTD1
LOC345630,FBLL1
LOC348120,LINC01193
LOC374920,ZSWIM9
LOC374973,TEX38
LOC387715,ARMS2
LOC387804,VSTM5
LOC387856,CCDC184
LOC388135,INSYN1
LOC388327,C17orf100
LOC388381,SPMAP1
LOC388789,SMIM26
LOC388963,C2orf81
LOC389073,C2orf80
LOC389641,TNFRSF10A-DT
LOC391033,MKRN8P
LOC391356,PTRHD1
LOC391533,FLT1P1
LOC399888,FAM180B
LOC399947,C11orf87
LOC400043,LINC02381
LOC400451,FAM174B
LOC400566,LIAT1
LOC400927-CSNK1E,TPTEP2-CSNK1E
LOC401093,MBNL1-AS1
LOC402665,IGLON5
LOC440087,SMCO3
LOC440145,MZT1
LOC440348,NPIPB15
LOC440350,NPIPB7
LOC440456,PLEKHM1P1
LOC440585,CFAP144
LOC440905,FAR2P1
LOC441054,CFAP96
LOC441150,PEX39
LOC441376,AARD
Loc490,QKILA
LOC492311,IGIP
LOC51035,UBXN1
LOC51149,MRNIP
LOC51236,HGH1
LOC51252,FAM178B
LOC51491,NOP16
LOC54103,GSAP
LOC54932,EXD3
LOC550112,UBA6-DT
LOC553103,MIR3936HG
LOC554202,MIR31HG
LOC572558,PGM5-AS1
LOC57722,IGDCC4
LOC606495,CYB5RL
LOC619208,FAM229B
LOC643338,C15orf62
LOC643401,PURPL
LOC643714,CASC16
LOC643911,CRNDE
LOC644994,SMIM23
LOC645249,MNX1-AS1
LOC645323,MIR9-2HG
LOC645638,WFDC21P
LOC645811,CCDC154
LOC646174,C16orf90
LOC646329,LINC-PINT
LOC646892,SH2D7
LOC653319,MATCAP1
LOC653786,OTOAP1
LOC728008,PRR33
LOC728228,LINC01433
LOC728290,LINC02027
LOC728431,LITATS1
LOC728591,CCDC169
LOC728621,CCDC30
LOC728858,C12orf71
LOC729991-MEF2B,BORCS8-MEF2B
LOC730394,GTF2H2C_2
LOC84645,C22orf23
LOC84773-CYHR1,TMEM276-ZFTRAF1
LOC90113,VWA5B2
LOC91893,FDXACB1
LOC92154,MTSS2
LOC93082,NEURL3
LOCCS,LINC01567
LOCR,OCRL
LOCS,LAMA3
locus 4010,LHX5-AS1
locus3182,STAM-DT
locus4010,LHX5-AS1
locus5689,GATA6-AS1
locus959,CAPN10-DT
LOG12,ALOX12
LOG15,ALOX15
LOG5,ALOX5
LOH11CR1A,C11orf87
LOH11CR1D,FDX1
LOH11CR1F,COLCA1
LOH11CR1G,POU2AF3
LOH11CR1I,SIK2
LOH11CR1J,ALG9
LOH11CR1K,HSPB2
LOH11CR2A,VWA5A
LOH12CR1,BORCS5
LOH12CR3,MANSC1
LOH18CR1,TNFRSF11A
LOH19CR1,RPS19
LOH1CR12,BORCS5
LOH2CR12,LOH12CR2
LOH3CR2A,LINC00312
LOHAN1,PWRN1
LOK,STK10
LOL,LOXL1
LOMARS,HTT
LOMP,LMO7
LON,LONP1
long-IRBIT,AHCYL2
LonHS,LONP1
LONP,LONP1
LONP,LONP2
LONPL,LONP2
LoopADR,AKR1E2
LOQS,TARBP2
LOR,LORICRIN
LOR,LOXL2
LOR2,LOXL2
LORD,C1QTNF5
LORSDH,AASS
LOSK,SLK
LOST1,TRARG1
LOT1,PLAGL1
LOTUS,CRTAC1
LOUP,SLC39A13-AS1
LOX-1,OLR1
LOX1,OLR1
LOXC,LOXL4
LOXIN,OLR1
LOXL,LOXL1
LOXL,LOXL3
LP,LPA
LP,SEPSECS
Lp(a),LPA
LP-A3,LPAR3
LP-DLG,DLG5
LP-PLA2,PLA2G7
LP0,RPLP0
LP1,RPLP1
LP2,RPLP2
LP2254,RNF167
LP2261,SS18L1
LP2477,BRD3OS
LP2537,GNPTG
LP2561,SLC49A3
LP2570,DACOR1
LP2642,NT5DC1
LP2654,ESPN
LP2698,CLEC4G
LP3298,NAXD
LP3663,ATPAF2
LP3727,LBX2
LP6054,TRABD
LP6728,TRPV6
LP8165,PDXDC1
LPA-2,LPAR2
LPA-6,LPAR6
LPA1,LPAR1
LPA2,LPAR2
LPA3,LPAR3
LPA4,LPAR4
LPA5,LPAR5
LPAAB,AGPAT2
LPAAT,MBOAT2
LPAAT-alpha,AGPAT1
LPAAT-beta,AGPAT2
LPAAT-delta,AGPAT4
LPAAT-e,AGPAT5
LPAAT-epsilon,AGPAT5
LPAAT-eta,LPCAT4
LPAAT-gamma,AGPAT3
LPAAT-GAMMA1,AGPAT3
LPAAT-theta,GPAT3
LPAAT-zeta,GPAT4
LPAAT3,AGPAT3
LPAAT4,AGPAT4
LPAATA,AGPAT1
LPAATE,AGPAT5
LPAATZ,GPAT4
LPAP,ACP6
LPAP,PTPRCAP
LPB2,S1PR2
LPB3,S1PR3
LPC,PCSK7
LPC1,ANXA1
LPC1,S1PR4
LPC2,ANXA2
LPC2A,ANXA2P1
LPC2B,ANXA2P2
LPC2C,ANXA2P3
LPC2D,ANXA2
lpcat,LPCAT1
LPCAT,LPCAT3
LPCAT,MBOAT2
LPCAT-1,LPCAT1
LPCAT-5,PRDX6
LPCAT4,MBOAT2
LPD,ACSBG1
LPD,RAPH1
lpd-2,NGDN
LPDL,LIPI
LPDLR,LIPH
LPEAT,MBOAT2
LPEAT1,MBOAT1
LPEAT2,LPCAT4
LPFS1,ITK
LPFS3,CD70
LPG,APOE
LPGDS,PTGDS
Lpgp,THRSP
LPGP1,THRSP
LPH,LCT
LPH,POMC
LPH1,LCT
LPHA,SCGB1D1
LPHB,SCGB1D2
LPHC,SCGB2A1
LPHH1,ADGRL2
LPHN1,ADGRL1
LPHN2,ADGRL2
LPHN3,ADGRL3
LPHN3-AS1,ADGRL3-AS1
LPI,SLC7A7
LPI-PC1,SLC7A8
LPIAT,MBOAT7
LPIAT1,MBOAT7
LPIC,TPP1
LPIPOX,PIPOX
LPIR1,GPR55
LPL,LCP1
LPL-I,LYPLA1
LPL1,LYPLA1
LPLA2,PLA2G15
LPLAT,MBOAT1
LPLAT,MBOAT7
LPLAT 1,MBOAT1
LPLAT 2,MBOAT2
LPLAT 5,LPCAT3
LPLAT1,AGPAT1
LPLAT10,LPCAT4
LPLAT11,MBOAT7
LPLAT12,LPCAT3
LPLAT13,MBOAT2
LPLAT14,MBOAT1
LPLAT2,AGPAT2
LPLAT3,AGPAT3
LPLAT4,AGPAT4
LPLAT5,AGPAT5
LPLAT6,LCLAT1
LPLAT7,LPGAT1
LPLAT8,LPCAT1
LPLAT9,LPCAT2
LPLUNC1,BPIFB1
LPLUNC2,BPIFB2
LPLUNC3,BPIFB3
LPLUNC4,BPIFB4
LPLUNC6,BPIFB6
LPNA,SCGB1D1
LPNA3,PPFIA3
LPNB,SCGB1D2
LPNC,SCGB2A1
LPP1,PLPP1
LPP1,VANGL2
LPP2,PLPP2
LPP2,VANGL1
LPP3,PLPP3
LPPL_HUMAN,CLC
LPPM429,REG3G
LPPR1,PLPPR1
LPPR2,PLPPR2
LPPR3,PLPPR3
LPPR4,PLPPR4
LPPR5,PLPPR5
LPR3,PLPPR3
LPR4,PLPPR4
Lpr4,TM6SF2
LPRP,PRR4
LPRP-B,PLPP6
LPRS1,LPRS
LPRS2,PRKN
LPS,IRF6
LPS1,GPR34
LPS2,P2RY10
LPS3,GPR174
LPSAT,LPCAT3
LPSAT,MBOAT1
LPSB,SELENBP1
LPTL,PINX1
LPTN,XCL1
LPTP,PTPN7
LPTS,PINX1
LPTS-RP1,SMG5
LPTS-RP2,DNTTIP2
LPTSRP1,SMG5
LQFBS-1,PRRC2B
LQK1,FLVCR1-DT
LQT,KCNQ1
LQT1,KCNQ1
LQT10,SCN4B
LQT11,AKAP9
LQT12,SNTA1
LQT13,KCNJ5
LQT14,CALM1
LQT15,CALM2
LQT16,CALM3
LQT2,KCNH2
LQT2/5,KCNE1
LQT3,SCN5A
LQT4,ANK2
LQT5,KCNE1
LQT5,KCNE2
LQT6,KCNE2
LQT7,KCNJ2
LQT8,CACNA1C
LQT9,CAV3
LR11,SORL1
LR3,LRP5
LR8,TMEM176B
LRAD3,LDLRAD3
LRANK1,LRRN2
LRAP,ERAP2
LRAP25,FAM89B
LRAP35a,LURAP1
LRAP35b,LURAP1L
LRBP,MVK
LRC4,MBOAT7
LRCC,FH
LRDD,PIDD1
LRF,CREBRF
LRF,ZBTB7A
LRG,LRG1
LRG-47,IRGM
LRG47,IRGM
LRH-1,NR5A2
LRH-1,P2RX5
LRH1,NR5A2
LRHR,GNRHR
LRIG4,LRRC4B
LRIR2,IRF2BP2
LRMP,IRAG2
LRN,LRCH4
LRP,LRP1
LRP,MVP
LRP,PTPRA
LRP,RPSA
LRP-10,LRP10
LRP-1B,LRP1B
LRP-2,LRP2
LRP-3,LRP3
LRP-4,LRP4
LRP-5,LRP5
LRP-7,LRP5
LRP-8,LRP8
LRP-DIT,LRP1B
LRP/LR,RPSA
LRP/LR,RPSA2
LRP1,C1D
LRP10,LRP4
LRP130,LRPPRC
LRP15,LRRC3B
LRP16,MACROD1
LRP1A,LRP1
Lrp2bp,ANKRD37
LRP2BP-AS1,SNX25
LRP35A,LURAP1
Lrp4,CORIN
LRP7,LRP5
LRP9,LRP10
LRP9,SORL1
LRPB7,LRRC23
LRPC21,PSMG1
LRPDIT,LRP1B
LRPR1,CENPI
LRR-1,LRR1
LRRC10A,LRRC10
LRRC11,SLITRK5
LRRC12,SLITRK1
LRRC14A,LRRC14
LRRC14OS,LRRC24
LRRC16,CARMIL1
LRRC16A,CARMIL1
LRRC16B,CARMIL3
LRRC16C,CARMIL2
LRRC21,LRIT1
LRRC22,LRIT2
LRRC29,FBXL9P
LRRC3-AS1,LRRC3-DT
LRRC33,NRROS
LRRC35,TBCEL
LRRC37,LOC646030
LRRC37,LRRC37A
LRRC37,LRRC37A2
LRRC37,LRRC37A3
LRRC37,LRRC37A4P
LRRC37,LRRC37B
LRRC37A,LOC105376839
LRRC37A,LRRC37A3
LRRC37A1,LRRC37A
LRRC37A4,LRRC37A4P
LRRC37A5,LRRC37A17P
LRRC37B2,LRRC37BP1
LRRC37C,LRRC37A16P
LRRC37E,LRRC37A6P
LRRC37F,LRRC37A11P
LRRC3DN,LRRC3
LRRC44,LRRIQ3
LRRC48,DRC3
LRRC5,LRRC8D
LRRC50,DNAAF1
LRRC51,LRTOMT
LRRC51-TOMT,LRTOMT
LRRC54,TSKU
LRRC58-DT,BTNL12P
LRRC6,DNAAF11
LRRC62,ELFN2
LRRC64,LRRIQ4
LRRC65,MFHAS1
LRRC67,PPP1R42
LRRC68,PPP1R37
LRRC6P1,DNAAF11P1
LRRC74,LRRC74A
LRRC75A-AS1,SNHG29
LRRC76,CFAP410
LRRC8,LRRC8A
LRRD1-AS1,CYP51A1-AS1
LRRIQ2,CEP97
LRRN1,LRCH4
LRRN4,LRCH4
LRRN5,LRRN2
LRRN6A,LINGO1
LRRN6B,LINGO3
LRRN6C,LINGO2
LRRN6D,LINGO4
LRS,LARS1
LRS1,FLNB
LRTOMT1,LRTOMT
LRTOMT2,LRTOMT
LRTP,DNAAF11
LS,LIAS
LS2,SERPIND1
LSAMP-AS1,TUSC7
LSAMP-AS2,LINC00903
LSAMP-AS3,TUSC7
LSAMP-AS4,LINC00901
LSAMPAS3,TUSC7
LSC,ARHGEF1
LSC3,KIAA0930
LSD,DNASE1L3
LSD1,KDM1A
LSD2,KDM1B
LSDA5,PLIN5
LSDMCA1,HCCS
LSDMCA2,COX7B
LSDP5,PLIN5
LSE,SIAE
LSECTIN,CLEC4G
LSEL,SELL
LSF,TFCP2
LSF1D,TFCP2
LSFC,LRPPRC
LSFR1,CIZ1
LSFR2,DOLPP1
LSFR3A,USP20
LSH,HELLS
LSH,SLC11A1
LSH-B,LHB
LSH-beta,LHB
LSH-R,LHCGR
LSIGN,CLEC4M
LSIRF,IRF4
LSK,LCK
Lsk,MATK
LSKB,MDM2
LSL,LEPQTL1
LSLCL,CLEC11A
LSM12P,LSM12P1
LSM13,LSM14B
LSM16,EDC3
LSM6P,LSM6P1
LSMD1,NAA38
LSMFLAD,FLAD1
LSN,SPN
Lso2,CCDC124
LSR5,TXLNG
LSR68,MIDEAS
LSR7,GPALPP1
LSS,LMBR1
LSST,CHST4
LST-1,LST1
LST-1,SLCO1B1
LST-2,SLCO1B3
lst-2,ZFYVE28
LST-3,SLCO1B7
LST-3TM12,SLCO1B3-SLCO1B7
LST-3TM12,SLCO1B7
LST-3TM13,SLCO1B3
LST001,TXLNB
LST003,POGK
LST005,MSTO1
LST1,SLCO1B1
LST2,ZFYVE28
LST3,ELMOD3
LST3,SLCO1B3
LST3,SLCO1B7
LST8,MLST8
LT,LTA
LT-BETA-R,LTBR
LTAP,VANGL2
LTAP2A,CCDC28A
LTAP2B,CCDC28B
LTB4-R 2,LTB4R2
LTB4-R2,LTB4R2
LTB4DH,PTGR1
LTB4H,CYP4F3
LTB4R1,LTB4R
LTBP-3,LTBP3
LTBP-4,LTBP4
LTBP-4L,LTBP4
LTBP2,LTBP3
LTBP3,LTBP2
LTBP4L,LTBP4
LTBP4S,LTBP4
LTBR1,LTB4R
LTg,TNFSF14
LTG19,MLLT1
LTIP,APOF
LTM1,RTP3
LTMS,GON4L
LTN,XCL1
LTrpC-2,TRPM2
LTrpC-6,TRPM8
LTrpC-7,TRPM7
LTRPC1,TRPM1
LTRPC2,TRPM2
LTRPC3,TRPM3
LTrpC4,TRPM4
LTRPC5,TRPM5
LTRPC6,TRPM8
LTRPC7,TRPM7
LTXS1,KIF1C
LU,BCAM
LU1,PDZD4
LU103,SCGB3A2
LU105,SCGB3A1
Luc7,LUC7L
LUC7A,LUC7L3
LUC7B1,LUC7L
LUC7B2,LUC7L2
LUCA-1,SEMA3B
LUCA-15,RBM5
LuCa-2,HYAL2
LUCA-3,HYAL3
LUCA1,HYAL1
LUCA14,HYAL3
LUCA15,RBM5
LUCA2,HYAL2
LUCA3,HYAL3
LUCAIR1,LINC00673
LUCRC,PKD1-AS1
LUCT,CXCL8
LUGP4,UGT1A9
LULL1,TOR1AIP2
LULU,EPB41L5
LULU1,EPB41L5
LULU2,EPB41L4B
LUMA,TMEM43
LUMAN,CREB3
LUN,TOPORS
LUNX,BPIFA1
LUR1,SPRING1
LUST,RBM5-AS1
LUSTR1,GPR107
LUSTR2,GPR108
LUSYAM,RNF2
LUTO,BNC2
LUXS,XS
LUZP,LUZP1
LUZP3,LRRC2-AS1
LUZP3P,LRRC2-AS1
LUZP5,NCAPG2
LUZPP1,LRRC2-AS1
LVBU,LINC00205
LVCAT1,LINC02475
LVCAT5,LINC02476
LVCAT7,LINC01419
LVCAT8,LINC02365
Lvg2,IGLVVI-22-1
LVG2,LGV2
LVLF3112,PATE2
LVM,MLC1
LVNC1,DTNA
LVNC10,MYBPC3
LVNC3,LDB3
LVNC4,ACTC1
LVNC6,TNNT2
LVNC7,MIB1
LVNC8,PRDM16
LVNC9,TPM1
LVNCX,TAFAZZIN
LVWM,EIF2B5
LW,ICAM4
LW-1,HSFX1
LWS,RNU4ATAC
LXA4R,FPR2
LXHR,PHEX
LXNL,RARRES1
LXR-a,NR1H3
LXR-b,NR1H2
LXRA,NR1H3
LXRB,NR1H2
Ly-3,CD8B
Ly-49L,KLRA1P
Ly-6D,LY6D
ly-6K,LY6K
LY-75,LY75
Ly-75,LY75-CD302
ly-96,LY96
Ly-GDI,ARHGDIB
Ly108,SLAMF6
Ly110,SLC46A2
LY117,NCR3
LY3,CD8B
Ly49,KLRA1P
LY49L,KLRA1P
LY5,PTPRC
LY57,BLNK
LY6-D,LY6G6D
LY6-MT,SLURP1
LY64,CD180
LY6A,LY6S
LY6DL,GML
LY6G5CA,LY6G5C
LY6G5CB,LY6G5C
LY6G6,LY6G6F
LY6G6D,LY6G6F
LY6LS,SLURP1
Ly74,EPCAM
LY75,LY75-CD302
Ly78,CD180
LY86-AS,LY86-AS1
LY86AS,LY86-AS1
LY94,NCR1
LY95,NCR2
LY9B,CD84
LYAAT-1,SLC36A1
LYAAT1,SLC36A1
LYAG,GAA
Lyam-1,SELL
LYAM1,SELL
LYB2,CD72
LYC1,LYZL6
LYC2,LYZL1
LYC3,SPACA3
LYC4,LYZL4
LYC5,SPACA5
LYCAT,LCLAT1
LYCHOS,GPR155
LYDG10,C19orf53
LyF-1,IKZF1
LYF1,IKZF1
LYGA1,LYG1
LYGA2,LYG2
LYGDI,ARHGDIB
LYGH,LYG2
LyGPR,GPER1
LYK,ITK
LYK5,STRADA
lymphokine,IL2
LYNAP,CXCL8
LYNCH1,MSH2
LYNCH2,MLH1
LYNCH4,PMS2
LYNCH5,MSH6
LYNCH8,EPCAM
LYP,PTPN22
LYP,SH2D1A
LYP1,PTPN22
LYP2,PTPN22
LYPD7,LYPD6B
LYPDC1,LYPD1
LYPDC2,LYPD2
LYPLA2L,LYPLA2P1
LYPLA3,PLA2G15
LYPLAL1-AS1,LYPLAL1-DT
LYPN,CTSW
LYPSR1,GPR34
LYPSR2,P2RY10
LYPSR3,GPR174
LYRIC,MTDH
LYRIC/3D3,MTDH
LYRM10,SDHAF3
LYRM3,NDUFB9
LYRM5,ETFRF1
LYRM6,NDUFA6
LYRM8,SDHAF1
LYS2,AASDH
LYS2,AASDHPPT
LYS5,AASDHPPT
LYSAL1,ENTPD4
LYSG2,LYG2
LYSOLP,ASPG
lysoPAFAT,LPCAT1
LysoPAFAT,LPCAT2
LysoPLD,ENPP2
LYSP100,SP140
LYSP100-A,SP140
LYSP100-B,SP140
lysp100b,SP100
LYST2,NBEA
LYST2,ZFYVE28
LYT-10,NFKB2
LYT10,NFKB2
LYT3,CD8B
LYVE-1,LYVE1
LYZA,LYZL4
LYZB,LYZL6
LYZC,SPACA3
LYZD1,LYZL1
LYZD2,LYZL2
LYZF1,LYZ
LYZG,LALBA
LYZL3,SPACA3
LYZL5,SPACA5
LYZL5B,SPACA5B
LYZL7,LALBA
LZ16,ANKRD11
LZ321,RREB1
LZAP,CDK5RAP3
LZIP,CREB3
LZK,MAP3K13
LZK1,GGNBP2
LZM,LYZ
LZMS,NAA10
LZP,OIT3
LZT-Hs2,SLC39A10
LZT-Hs4,SLC39A14
LZT-Hs6,SLC39A8
LZT-Hs7,SLC39A5
LZT-Hs8,SLC39A12
LZT-Hs9,SLC39A13
LZTR-1,LZTR1
LZTR2,SEC16B
LZTS4,N4BP3
M-ABC1,ABCB8
M-ABC1,ABCF2
M-ABC2,ABCB10
M-ABC2,ABCB10P1
M-BAR,GPBAR1
M-CK,CKM
M-CPT1,CPT1B
M-CSF,CSF1
M-CSF-R,CSF1R
M-FABP,FABP3
M-FABP,PMP2
M-LPH,MPV17L
M-LPH1,MPV17L
M-LPH2,MPV17L
M-MDH,MDH2
M-OR-1,OPRM1
M-PST,SLX1A-SULT1A3
M-PST,SULT1A3
M-PST,SULT1A4
M-RAs,MRAS
M-RDGB-beta,PITPNC1
M-RIP,MPRIP
M-SEMA,SEMA4F
M-SEMA-F,SEMA4C
M-sema-G,SEMA4D
m-Sema-M,SEMA4F
M-SEMAH,SEMA3E
M-SemaK,SEMA3E
m-SemaY,SEMA6C
m-SemaY2,SEMA6C
M-SPONDIN,SPON2
m.HsaHemK2P,HEMK2
m.HsaI,DNMT1
M.HsaIIIA,DNMT3A
M.HsaIIIB,DNMT3B
M/NEI,SERPINB1
M1,CHRM1
M1,MRLN
M11S1,CAPRIN1
M12.219,ADAMDEC1
M130,CD163
M130,PPP1R12A
M160,CD163L1
M17S1,FLOT2
M17S2,NBR1
M18BP1,MIS18BP1
M19,UQCC2
M1Pi,MRI1
M1R,CHRM1
M1S1,TACSTD2
M2-LHX3,LHX3
M2BP,LGALS3BP
M3.8,ERVK-16
M31,CBX1
M33,CBX2
M33,TUSC3
m3AChR,CHRM3
M3S1,TM4SF1
M40,TUBB
M41,DSCAM-AS1
M4R,CHRM4
M4S1,EPCAM
M68,TNFRSF6B
M68E,TNFRSF6B
M6A,GPM6A
M6A,METTL3
M6B,GPM6B
M6P-R,IGF2R
M6P/IGF2R,IGF2R
M6P1,TPBG
M6PRBP1,PLIN3
M6S1,ENPP1
M7MLS1,SAMD9L
M7MLS2,SAMD9
M7V1,SLC1A5
M7VS1,SLC1A5
M8,PRNT
M8-9,ATP6AP2
M83,PGAP6
M9,EIF3K
M9.2,ATP6V0E1
M96,MTF2
MA,MGR1
MA-linc1,MALINC1
MA-nSMase,SMPD5
MA1,PNMA1
MA2,PNMA2
MA3,PNMA3
MA387,S100A8
MA5,PNMA3
MA6,PNMA6A
MAA,NAA10
MAA2,BCOR
MAAB,BCAS3
MAAI,GSTZ1
MAAID,GSTZ1
MAAS,MAPKAPK5-AS1
MAAT1,MRPL28
MAATS1,CFAP91
maba1,ELAPOR1
MABAS,RPS23
MABC1,ABCB8
MABC2,ABCB10P1
MABKL1B,MOB1A
MAC-1,ITGAM
MAC-1,ITGB2
MAC-2,LGALS3
MAC-2-BP,LGALS3BP
MAC-IP,CD59
MAC1A,ITGAM
MAC2,LGALS3
MAC25,IGFBP7
MAC30,TMEM97
MAC387,S100A9
MACAM1,MADCAM1
MACC1-DT,GIRGL
MACD,MMADHC
MACF,MACF1
MACF2,DST
MacGAP,ARHGAP18
MACH,CASP8
MACID,NFIB
MACIF,CD59
MACMARCKS,MARCKSL1
MACOCO,CEP112
MACOILIN,MACO1
MACROD3,GDAP2
MACROH2A1.1,MACROH2A1
macroH2A1.2,MACROH2A1
MACS,MARCKS
MACS,RIN2
MACS1,ACSM1
MACSL1,MARCKSP1
MACTHC1,TUBB1
MACTHC2,TUBA8
MAD,AMPD1
MAD,MXD1
MAD-3,NFKBIA
MAD1,MAD1L1
MAD1,MXD1
MAD2,MAD2L1
MAD2,MXI1
MAD2B,MAD2L2
MAD2L1P,MAD2L1P1
MAD3,MXD3
mad3,SMAD3
MAD3L,BUB1B
MAD4,MXD4
MAD5,MGA
MAD6,MNT
MAD7,MLX
MADA,AMPD1
MADA,LMNA
MADD,ETFA
MADD,ETFB
MADD,ETFDH
MADDAM,ADAM19
MADER,NAB2
MADH1,SMAD1
MADH2,SMAD2
MADH3,SMAD3
MADH4,SMAD4
MADH5,SMAD5
MADH6,SMAD6
MADH6,SMAD9
MADH7,SMAD6
MADH7,SMAD7
MADH8,SMAD7
MADH9,SMAD9
MADHIP,ZFYVE9
MADM,ADAM10
MADM,NRBP1
MADP-1,ZCRB1
MADP1,ZCRB1
MADR1,SMAD1
MADR2,SMAD2
MAE,SLC6A1
MAEG,EGFL6
MAFA,KLRG1
MAFA-2F1,KLRG1
MAFA-L,KLRG1
MAFA-LIKE,KLRG1
MAFbx,FBXO32
MAFG-AS1,MILIP
MAFG-DT,MILIP
MAFIPL,TEKT4P2
MAG,ERCC2
MAG-2,RETREG2
MAG1,GPAT3
MAGE-11,MAGEA11
MAGE-3b,MAGEA6
MAGE-41,MAGEA4
MAGE-B5,MAGEB5
MAGE-B6,MAGEB6
MAGE-C1,MAGEC1
MAGE-C2,MAGEC2
MAGE-C3,MAGEC3
MAGE-D2,MAGED2
MAGE-D3,TRO
MAGE-D4,MAGED4
MAGE-E1,MAGED4
MAGE-F1,MAGEF1
MAGE-X2,MAGEA4
MAGE-Xp,MAGEB1
MAGE-XP-2,MAGEB2
MAGE1,MAGEA1
MAGE1,MAGED4
MAGE10,MAGEA10
MAGE11,MAGEA11
MAGE12,MAGEA12
MAGE2,MAGEA2
MAGE2,MAGEA2B
MAGE3,MAGEA3
MAGE3B,MAGEA6
MAGE4,MAGEA4
MAGE4A,MAGEA4
MAGE4B,MAGEA4
MAGE5,MAGEA5P
MAGE6,MAGEA6
MAGE7,MAGEA7P
MAGE8,MAGEA8
MAGE9,MAGEA9
MAGEA-11,MAGEA11
MAGEA10-MAGEA5,LOC100533997
MAGEA2,MAGEA2B
MAGEA2A,MAGEA2
MAGEA4,MAGEA5P
MAGEA5,MAGEA5P
MAGEA5P,LOC100533997
MAGEA6,MAGEA3
MAGEA7,MAGEA7P
MAGEB6A,MAGEB6
MAGEB6P1,MAGEB6B
MAGEC4,MAGEC3
MAGED,MAGED2
MAGED3,TRO
MAGEE1,MAGEC2
MAGEE1,MAGED4
MAGEG1,NSMCE3
MAGEH,MAGEH1
MAGEL1,MAGEB1
MAGEL3,NSMCE3
MAGI-1,MAGI1
MAGI-1b,MAGI1
MAGI-2,MAGI2
MAGI-3,MAGI3
MAGI1,CNKSR3
Magi1d,MAGI1
magicin,MED28
MAGL,MGLL
MAGMAS,PAM16
mago,MAGOHB
magoh,MAGOHB
MAGOH1,MAGOH
MAGOH2,MAGOH2P
MAGOHA,MAGOH
MAGOHP,MAGOH3P
MAGOHP1,MAGOH3P
MAGP,MFAP2
MAGP-1,MFAP2
MAGP-2,MFAP5
MAGP1,MFAP2
MAGP2,MFAP5
MagT2,TUSC3
MAGUIN,CNKSR2
MAHCD,MMADHC
MAHCF,LMBRD1
